## Ore Dictionary Info                      ##
##############################################
## In the form:                             ##
## <ore dictionary entry>                   ##
##     <item id registered> - <item damage> ##
##     etc...                               ##
##############################################
actinolite
contenttweaker:jovial_jadeandesitepolished - 0
contenttweaker:jovial_jadeandesiteshortbrick - 0
contenttweaker:jovial_jadeandesitemossybrick - 0
contenttweaker:jovial_jadeandesitemossychiseledbrick - 0
contenttweaker:jovial_jadeandesitemossydebossed - 0
contenttweaker:jovial_jadeandesitemossycobblestone - 0
contenttweaker:jovial_jadeandesitemossypolished - 0
contenttweaker:jovial_jadeandesitemossyshortbrick - 0
contenttweaker:jovial_jadeandesitelichenbrown - 0
contenttweaker:jovial_jadeandesitelichenorange - 0
contenttweaker:jovial_jadeandesitelichenred - 0
contenttweaker:jovial_jadeandesitelichenyellow - 0
contenttweaker:rose_redandesite - 0
contenttweaker:rose_redandesitebrick - 0
contenttweaker:rose_redandesitechiseledbrick - 0
contenttweaker:rose_redandesitecobblestone - 0
contenttweaker:rose_redandesitecrackedbrick - 0
contenttweaker:rose_redandesitecrackedshortbrick - 0
contenttweaker:rose_redandesitedebossed - 0
contenttweaker:rose_redandesitepolished - 0
contenttweaker:rose_redandesiteshortbrick - 0
contenttweaker:rose_redandesitemossybrick - 0
contenttweaker:rose_redandesitemossychiseledbrick - 0
contenttweaker:rose_redandesitemossydebossed - 0
contenttweaker:rose_redandesitemossycobblestone - 0
contenttweaker:rose_redandesitemossypolished - 0
contenttweaker:rose_redandesitemossyshortbrick - 0
contenttweaker:rose_redandesitelichenbrown - 0
contenttweaker:rose_redandesitelichenorange - 0
contenttweaker:rose_redandesitelichenred - 0
contenttweaker:rose_redandesitelichenyellow - 0
contenttweaker:hazel_brownandesite - 0
contenttweaker:hazel_brownandesitebrick - 0
contenttweaker:hazel_brownandesitechiseledbrick - 0
contenttweaker:hazel_brownandesitecobblestone - 0
contenttweaker:hazel_brownandesitecrackedbrick - 0
contenttweaker:hazel_brownandesitecrackedshortbrick - 0
contenttweaker:hazel_brownandesitedebossed - 0
contenttweaker:hazel_brownandesitepolished - 0
contenttweaker:hazel_brownandesiteshortbrick - 0
contenttweaker:hazel_brownandesitemossybrick - 0
contenttweaker:hazel_brownandesitemossychiseledbrick - 0
contenttweaker:hazel_brownandesitemossydebossed - 0
contenttweaker:hazel_brownandesitemossycobblestone - 0
contenttweaker:hazel_brownandesitemossypolished - 0
contenttweaker:hazel_brownandesitemossyshortbrick - 0
contenttweaker:hazel_brownandesitelichenbrown - 0
contenttweaker:hazel_brownandesitelichenorange - 0
contenttweaker:hazel_brownandesitelichenred - 0
contenttweaker:hazel_brownandesitelichenyellow - 0
contenttweaker:aubergineandesite - 0
contenttweaker:aubergineandesitebrick - 0
contenttweaker:aubergineandesitechiseledbrick - 0
contenttweaker:aubergineandesitecobblestone - 0
contenttweaker:aubergineandesitecrackedbrick - 0
contenttweaker:aubergineandesitecrackedshortbrick - 0
contenttweaker:aubergineandesitedebossed - 0
contenttweaker:aubergineandesitepolished - 0
contenttweaker:aubergineandesiteshortbrick - 0
contenttweaker:aubergineandesitemossybrick - 0
contenttweaker:aubergineandesitemossychiseledbrick - 0
contenttweaker:aubergineandesitemossydebossed - 0
contenttweaker:aubergineandesitemossycobblestone - 0
contenttweaker:aubergineandesitemossypolished - 0
contenttweaker:aubergineandesitemossyshortbrick - 0
contenttweaker:aubergineandesitelichenbrown - 0
contenttweaker:aubergineandesitelichenorange - 0
contenttweaker:aubergineandesitelichenred - 0
contenttweaker:aubergineandesitelichenyellow - 0
contenttweaker:cream_puffandesite - 0
contenttweaker:cream_puffandesitebrick - 0
contenttweaker:cream_puffandesitechiseledbrick - 0
contenttweaker:cream_puffandesitecobblestone - 0
contenttweaker:cream_puffandesitecrackedbrick - 0
contenttweaker:cream_puffandesitecrackedshortbrick - 0
contenttweaker:cream_puffandesitedebossed - 0
contenttweaker:cream_puffandesitepolished - 0
contenttweaker:cream_puffandesiteshortbrick - 0
contenttweaker:cream_puffandesitemossybrick - 0
contenttweaker:cream_puffandesitemossychiseledbrick - 0
contenttweaker:cream_puffandesitemossydebossed - 0
contenttweaker:cream_puffandesitemossycobblestone - 0
contenttweaker:cream_puffandesitemossypolished - 0
contenttweaker:cream_puffandesitemossyshortbrick - 0
contenttweaker:cream_puffandesitelichenbrown - 0
contenttweaker:cream_puffandesitelichenorange - 0
contenttweaker:cream_puffandesitelichenred - 0
contenttweaker:cream_puffandesitelichenyellow - 0
contenttweaker:magentaandesite - 0
contenttweaker:magentaandesitebrick - 0
contenttweaker:magentaandesitechiseledbrick - 0
contenttweaker:magentaandesitecobblestone - 0
contenttweaker:magentaandesitecrackedbrick - 0
contenttweaker:magentaandesitecrackedshortbrick - 0
contenttweaker:magentaandesitedebossed - 0
contenttweaker:magentaandesitepolished - 0
contenttweaker:magentaandesiteshortbrick - 0
contenttweaker:magentaandesitemossybrick - 0
contenttweaker:magentaandesitemossychiseledbrick - 0
contenttweaker:magentaandesitemossydebossed - 0
contenttweaker:magentaandesitemossycobblestone - 0
contenttweaker:magentaandesitemossypolished - 0
contenttweaker:magentaandesitemossyshortbrick - 0
contenttweaker:magentaandesitelichenbrown - 0
contenttweaker:magentaandesitelichenorange - 0
contenttweaker:magentaandesitelichenred - 0
contenttweaker:magentaandesitelichenyellow - 0
contenttweaker:pinkandesite - 0
contenttweaker:pinkandesitebrick - 0
contenttweaker:pinkandesitechiseledbrick - 0
contenttweaker:pinkandesitecobblestone - 0
contenttweaker:pinkandesitecrackedbrick - 0
contenttweaker:pinkandesitecrackedshortbrick - 0
contenttweaker:pinkandesitedebossed - 0
contenttweaker:pinkandesitepolished - 0
contenttweaker:pinkandesiteshortbrick - 0
contenttweaker:pinkandesitemossybrick - 0
contenttweaker:pinkandesitemossychiseledbrick - 0
contenttweaker:pinkandesitemossydebossed - 0
contenttweaker:pinkandesitemossycobblestone - 0
contenttweaker:pinkandesitemossypolished - 0
contenttweaker:pinkandesitemossyshortbrick - 0
contenttweaker:pinkandesitelichenbrown - 0
contenttweaker:pinkandesitelichenorange - 0
contenttweaker:pinkandesitelichenred - 0
contenttweaker:pinkandesitelichenyellow - 0
contenttweaker:yellowandesite - 0
contenttweaker:yellowandesitebrick - 0
contenttweaker:yellowandesitechiseledbrick - 0
contenttweaker:yellowandesitecobblestone - 0
contenttweaker:yellowandesitecrackedbrick - 0
contenttweaker:yellowandesitecrackedshortbrick - 0
contenttweaker:yellowandesitedebossed - 0
contenttweaker:yellowandesitepolished - 0
contenttweaker:yellowandesiteshortbrick - 0
contenttweaker:yellowandesitemossybrick - 0
contenttweaker:yellowandesitemossychiseledbrick - 0
contenttweaker:yellowandesitemossydebossed - 0
contenttweaker:yellowandesitemossycobblestone - 0
contenttweaker:yellowandesitemossypolished - 0
contenttweaker:yellowandesitemossyshortbrick - 0
contenttweaker:yellowandesitelichenbrown - 0
contenttweaker:yellowandesitelichenorange - 0
contenttweaker:yellowandesitelichenred - 0
contenttweaker:yellowandesitelichenyellow - 0
contenttweaker:ruthless_empressandesite - 0
contenttweaker:ruthless_empressandesitebrick - 0
contenttweaker:ruthless_empressandesitechiseledbrick - 0
contenttweaker:ruthless_empressandesitecobblestone - 0
contenttweaker:ruthless_empressandesitecrackedbrick - 0
contenttweaker:ruthless_empressandesitecrackedshortbrick - 0
contenttweaker:ruthless_empressandesitedebossed - 0
contenttweaker:ruthless_empressandesitepolished - 0
contenttweaker:ruthless_empressandesiteshortbrick - 0
contenttweaker:ruthless_empressandesitemossybrick - 0
contenttweaker:ruthless_empressandesitemossychiseledbrick - 0
contenttweaker:ruthless_empressandesitemossydebossed - 0
contenttweaker:ruthless_empressandesitemossycobblestone - 0
contenttweaker:ruthless_empressandesitemossypolished - 0
contenttweaker:ruthless_empressandesitemossyshortbrick - 0
contenttweaker:ruthless_empressandesitelichenbrown - 0
contenttweaker:ruthless_empressandesitelichenorange - 0
contenttweaker:ruthless_empressandesitelichenred - 0
contenttweaker:ruthless_empressandesitelichenyellow - 0
contenttweaker:wine_redandesite - 0
contenttweaker:wine_redandesitebrick - 0
contenttweaker:wine_redandesitechiseledbrick - 0
contenttweaker:wine_redandesitecobblestone - 0
contenttweaker:wine_redandesitecrackedbrick - 0
contenttweaker:wine_redandesitecrackedshortbrick - 0
contenttweaker:wine_redandesitedebossed - 0
contenttweaker:wine_redandesitepolished - 0
contenttweaker:wine_redandesiteshortbrick - 0
contenttweaker:wine_redandesitemossybrick - 0
contenttweaker:wine_redandesitemossychiseledbrick - 0
contenttweaker:wine_redandesitemossydebossed - 0
contenttweaker:wine_redandesitemossycobblestone - 0
contenttweaker:wine_redandesitemossypolished - 0
contenttweaker:wine_redandesitemossyshortbrick - 0
contenttweaker:wine_redandesitelichenbrown - 0
contenttweaker:wine_redandesitelichenorange - 0
contenttweaker:wine_redandesitelichenred - 0
contenttweaker:wine_redandesitelichenyellow - 0
contenttweaker:mintandesite - 0
contenttweaker:mintandesitebrick - 0
contenttweaker:mintandesitechiseledbrick - 0
contenttweaker:mintandesitecobblestone - 0
contenttweaker:mintandesitecrackedbrick - 0
contenttweaker:mintandesitecrackedshortbrick - 0
contenttweaker:mintandesitedebossed - 0
contenttweaker:mintandesitepolished - 0
contenttweaker:mintandesiteshortbrick - 0
contenttweaker:mintandesitemossybrick - 0
contenttweaker:mintandesitemossychiseledbrick - 0
contenttweaker:mintandesitemossydebossed - 0
contenttweaker:mintandesitemossycobblestone - 0
contenttweaker:mintandesitemossypolished - 0
contenttweaker:mintandesitemossyshortbrick - 0
contenttweaker:mintandesitelichenbrown - 0
contenttweaker:mintandesitelichenorange - 0
contenttweaker:mintandesitelichenred - 0
contenttweaker:mintandesitelichenyellow - 0
contenttweaker:grayandesite - 0
contenttweaker:grayandesitebrick - 0
contenttweaker:grayandesitechiseledbrick - 0
contenttweaker:grayandesitecobblestone - 0
contenttweaker:grayandesitecrackedbrick - 0
contenttweaker:grayandesitecrackedshortbrick - 0
contenttweaker:grayandesitedebossed - 0
contenttweaker:grayandesitepolished - 0
contenttweaker:grayandesiteshortbrick - 0
contenttweaker:grayandesitemossybrick - 0
contenttweaker:grayandesitemossychiseledbrick - 0
contenttweaker:grayandesitemossydebossed - 0
contenttweaker:grayandesitemossycobblestone - 0
contenttweaker:grayandesitemossypolished - 0
contenttweaker:grayandesitemossyshortbrick - 0
contenttweaker:grayandesitelichenbrown - 0
contenttweaker:grayandesitelichenorange - 0
contenttweaker:grayandesitelichenred - 0
contenttweaker:grayandesitelichenyellow - 0
contenttweaker:honeyandesite - 0
contenttweaker:honeyandesitebrick - 0
contenttweaker:honeyandesitechiseledbrick - 0
contenttweaker:honeyandesitecobblestone - 0
contenttweaker:honeyandesitecrackedbrick - 0
contenttweaker:honeyandesitecrackedshortbrick - 0
contenttweaker:honeyandesitedebossed - 0
contenttweaker:honeyandesitepolished - 0
contenttweaker:honeyandesiteshortbrick - 0
contenttweaker:honeyandesitemossybrick - 0
contenttweaker:honeyandesitemossychiseledbrick - 0
contenttweaker:honeyandesitemossydebossed - 0
contenttweaker:honeyandesitemossycobblestone - 0
contenttweaker:honeyandesitemossypolished - 0
contenttweaker:honeyandesitemossyshortbrick - 0
contenttweaker:honeyandesitelichenbrown - 0
contenttweaker:honeyandesitelichenorange - 0
contenttweaker:honeyandesitelichenred - 0
contenttweaker:honeyandesitelichenyellow - 0
contenttweaker:slateblueandesite - 0
contenttweaker:slateblueandesitebrick - 0
contenttweaker:slateblueandesitechiseledbrick - 0
contenttweaker:slateblueandesitecobblestone - 0
contenttweaker:slateblueandesitecrackedbrick - 0
contenttweaker:slateblueandesitecrackedshortbrick - 0
contenttweaker:slateblueandesitedebossed - 0
contenttweaker:slateblueandesitepolished - 0
contenttweaker:slateblueandesiteshortbrick - 0
contenttweaker:slateblueandesitemossybrick - 0
contenttweaker:slateblueandesitemossychiseledbrick - 0
contenttweaker:slateblueandesitemossydebossed - 0
contenttweaker:slateblueandesitemossycobblestone - 0
contenttweaker:slateblueandesitemossypolished - 0
contenttweaker:slateblueandesitemossyshortbrick - 0
contenttweaker:slateblueandesitelichenbrown - 0
contenttweaker:slateblueandesitelichenorange - 0
contenttweaker:slateblueandesitelichenred - 0
contenttweaker:slateblueandesitelichenyellow - 0
contenttweaker:lava_stoneandesite - 0
contenttweaker:lava_stoneandesitebrick - 0
contenttweaker:lava_stoneandesitechiseledbrick - 0
contenttweaker:lava_stoneandesitecobblestone - 0
contenttweaker:lava_stoneandesitecrackedbrick - 0
contenttweaker:lava_stoneandesitecrackedshortbrick - 0
contenttweaker:lava_stoneandesitedebossed - 0
contenttweaker:lava_stoneandesitepolished - 0
contenttweaker:lava_stoneandesiteshortbrick - 0
contenttweaker:lava_stoneandesitemossybrick - 0
contenttweaker:lava_stoneandesitemossychiseledbrick - 0
contenttweaker:lava_stoneandesitemossydebossed - 0
contenttweaker:lava_stoneandesitemossycobblestone - 0
contenttweaker:lava_stoneandesitemossypolished - 0
contenttweaker:lava_stoneandesitemossyshortbrick - 0
contenttweaker:lava_stoneandesitelichenbrown - 0
contenttweaker:lava_stoneandesitelichenorange - 0
contenttweaker:lava_stoneandesitelichenred - 0
contenttweaker:lava_stoneandesitelichenyellow - 0
contenttweaker:pistachioandesite - 0
contenttweaker:pistachioandesitebrick - 0
contenttweaker:pistachioandesitechiseledbrick - 0
contenttweaker:pistachioandesitecobblestone - 0
contenttweaker:pistachioandesitecrackedbrick - 0
contenttweaker:pistachioandesitecrackedshortbrick - 0
contenttweaker:pistachioandesitedebossed - 0
contenttweaker:pistachioandesitepolished - 0
contenttweaker:pistachioandesiteshortbrick - 0
contenttweaker:pistachioandesitemossybrick - 0
contenttweaker:pistachioandesitemossychiseledbrick - 0
contenttweaker:pistachioandesitemossydebossed - 0
contenttweaker:pistachioandesitemossycobblestone - 0
contenttweaker:pistachioandesitemossypolished - 0
contenttweaker:pistachioandesitemossyshortbrick - 0
contenttweaker:pistachioandesitelichenbrown - 0
contenttweaker:pistachioandesitelichenorange - 0
contenttweaker:pistachioandesitelichenred - 0
contenttweaker:pistachioandesitelichenyellow - 0
contenttweaker:greenandesite - 0
contenttweaker:greenandesitebrick - 0
contenttweaker:greenandesitechiseledbrick - 0
contenttweaker:greenandesitecobblestone - 0
contenttweaker:greenandesitecrackedbrick - 0
contenttweaker:greenandesitecrackedshortbrick - 0
contenttweaker:greenandesitedebossed - 0
contenttweaker:greenandesitepolished - 0
contenttweaker:greenandesiteshortbrick - 0
contenttweaker:greenandesitemossybrick - 0
contenttweaker:greenandesitemossychiseledbrick - 0
contenttweaker:greenandesitemossydebossed - 0
contenttweaker:greenandesitemossycobblestone - 0
contenttweaker:greenandesitemossypolished - 0
contenttweaker:greenandesitemossyshortbrick - 0
contenttweaker:greenandesitelichenbrown - 0
contenttweaker:greenandesitelichenorange - 0
contenttweaker:greenandesitelichenred - 0
contenttweaker:greenandesitelichenyellow - 0
contenttweaker:oreganoandesite - 0
contenttweaker:oreganoandesitebrick - 0
contenttweaker:oreganoandesitechiseledbrick - 0
contenttweaker:oreganoandesitecobblestone - 0
contenttweaker:oreganoandesitecrackedbrick - 0
contenttweaker:oreganoandesitecrackedshortbrick - 0
contenttweaker:oreganoandesitedebossed - 0
contenttweaker:oreganoandesitepolished - 0
contenttweaker:oreganoandesiteshortbrick - 0
contenttweaker:oreganoandesitemossybrick - 0
contenttweaker:oreganoandesitemossychiseledbrick - 0
contenttweaker:oreganoandesitemossydebossed - 0
contenttweaker:oreganoandesitemossycobblestone - 0
contenttweaker:oreganoandesitemossypolished - 0
contenttweaker:oreganoandesitemossyshortbrick - 0
contenttweaker:oreganoandesitelichenbrown - 0
contenttweaker:oreganoandesitelichenorange - 0
contenttweaker:oreganoandesitelichenred - 0
contenttweaker:oreganoandesitelichenyellow - 0
contenttweaker:dark_greenandesite - 0
contenttweaker:dark_greenandesitebrick - 0
contenttweaker:dark_greenandesitechiseledbrick - 0
contenttweaker:dark_greenandesitecobblestone - 0
contenttweaker:dark_greenandesitecrackedbrick - 0
contenttweaker:dark_greenandesitecrackedshortbrick - 0
contenttweaker:dark_greenandesitedebossed - 0
contenttweaker:dark_greenandesitepolished - 0
contenttweaker:dark_greenandesiteshortbrick - 0
contenttweaker:dark_greenandesitemossybrick - 0
contenttweaker:dark_greenandesitemossychiseledbrick - 0
contenttweaker:dark_greenandesitemossydebossed - 0
contenttweaker:dark_greenandesitemossycobblestone - 0
contenttweaker:dark_greenandesitemossypolished - 0
contenttweaker:dark_greenandesitemossyshortbrick - 0
contenttweaker:dark_greenandesitelichenbrown - 0
contenttweaker:dark_greenandesitelichenorange - 0
contenttweaker:dark_greenandesitelichenred - 0
contenttweaker:dark_greenandesitelichenyellow - 0
contenttweaker:light_grayandesite - 0
contenttweaker:light_grayandesitebrick - 0
contenttweaker:light_grayandesitechiseledbrick - 0
contenttweaker:light_grayandesitecobblestone - 0
contenttweaker:light_grayandesitecrackedbrick - 0
contenttweaker:light_grayandesitecrackedshortbrick - 0
contenttweaker:light_grayandesitedebossed - 0
contenttweaker:light_grayandesitepolished - 0
contenttweaker:light_grayandesiteshortbrick - 0
contenttweaker:light_grayandesitemossybrick - 0
contenttweaker:light_grayandesitemossychiseledbrick - 0
contenttweaker:light_grayandesitemossydebossed - 0
contenttweaker:light_grayandesitemossycobblestone - 0
contenttweaker:light_grayandesitemossypolished - 0
contenttweaker:light_grayandesitemossyshortbrick - 0
contenttweaker:light_grayandesitelichenbrown - 0
contenttweaker:light_grayandesitelichenorange - 0
contenttweaker:light_grayandesitelichenred - 0
contenttweaker:light_grayandesitelichenyellow - 0
